"","participant","code","total_duration","total","proportion","difference"
"1","BT0172","NP","4.15000000000146","28.7899999999995",0.144147273358858,0
"2","BT0172","NS1","8.04999999999791","28.7899999999995",0.279610976033277,0
"3","BT0172","NS2","3.78000000000065","28.7899999999995",0.131295588746117,0
"4","BT0172","ON","12.8099999999995","28.7899999999995",0.444946161861747,0
"5","BT0172","NP","5.03000000000065","58.6461374569221",0.0857686493623793,0.0583786239964787
"6","BT0172","NS1","12.699999999998","58.6461374569221",0.216553051073937,0.06305792495934
"7","BT0172","NS2","10.7761374569254","58.6461374569221",0.183748460243284,0.052452871497167
"8","BT0172","ON","25.219999999998","58.6461374569221",0.430036846305915,0.014909315555832
"9","BT0172","OSN","4.04000000000087","58.6461374569221",0.0688877422314199,0
"10","BT0172","TC","0.8799999999992","58.6461374569221",0.0150052507830647,0
