"","participant","code","total_duration","total","proportion","difference"
"1","BT0188","NP","18.5199999999993","77.9200000000012",0.237679671457893,0
"2","BT0188","NS1","42.2399999999975","77.9200000000012",0.542094455852116,0
"3","BT0188","NS2","2.77999999999975","77.9200000000012",0.0356776180698114,0
"4","BT0188","ON","10.3199999999961","77.9200000000012",0.132443531827463,0
"5","BT0188","TC","4.06000000000859","77.9200000000012",0.0521047227927172,0
"6","BT0188","NP","45.299999999999","144.899999999997",0.312629399585922,0.074949728128029
"7","BT0188","NS1","68.0599999999986","144.899999999997",0.469703243616288,0.072391212235828
"8","BT0188","NS2","6.37999999999829","144.899999999997",0.0440303657694854,0.008352747699674
"9","BT0188","ON","20.2999999999965","144.899999999997",0.140096618357467,0.00765308653000402
"10","BT0188","TC","4.86000000000422","144.899999999997",0.0335403726708373,0.0185643501218799
