"","participant","code","total_duration","total","proportion","difference"
"1","BT0153","MIC","0.930000000000291","131.860000000007",0.00705293493098924,0
"2","BT0153","NP","30.2100000000037","131.860000000007",0.229106628242091,0
"3","BT0153","NS","55.4600000000046","131.860000000007",0.420597603518896,0
"4","BT0153","ON","38.3100000000013","131.860000000007",0.290535416350669,0
"5","BT0153","OSN","6.94999999999709","131.860000000007",0.0527074169573542,0
"6","BT0153","MIC","0.930000000000291","224.77000000001",0.00413756284201739,0.00291537208897185
"7","BT0153","NP","42.780000000006","224.77000000001",0.190327890732767,0.038778737509324
"8","BT0153","NS1","68.2400000000068","224.77000000001",0.303599234773341,0
"9","BT0153","NS2","58.4699999999984","224.77000000001",0.260132579970618,0
"10","BT0153","ON","47.4000000000015","224.77000000001",0.21088223517373,0.079653181176939
"11","BT0153","OSN","6.94999999999709","224.77000000001",0.0309204965075267,0.0217869204498275
