"","participant","code","total_duration","total","proportion","difference"
"1","BT0189","NP","576.380000000008","1268.17000000001",0.454497425424038,0
"2","BT0189","NS","220.899999999983","1268.17000000001",0.174188003185677,0
"3","BT0189","ON","452.45000000002","1268.17000000001",0.356773934094021,0
"4","BT0189","OSN","18.4400000000023","1268.17000000001",0.0145406372962632,0
"5","BT0189","NP","581.270000000009","1318.09000000001",0.440994165800517,0.013503259623521
"6","BT0189","NS","264.839999999984","1318.09000000001",0.20092709905999,0.026739095874313
"7","BT0189","ON","453.540000000016","1318.09000000001",0.344088795150568,0.012685138943453
"8","BT0189","OSN","18.4400000000023","1318.09000000001",0.013989939988925,0.000550697307338199
