"code","total_duration","total","proportion"
"NP",337.699999999997,687.250000000002,0.491378683157506
"NS",108.329999999992,687.250000000002,0.157628228446696
"ON",240.110000000012,687.250000000002,0.349377955620243
"OSN",1.11000000000058,687.250000000002,0.00161513277555559
