NS	352.1	353.65	1.5499999999999545
OS	385.5	386.9	1.3999999999999773
TC	485.98	486.98	1
TC	524.91	526.77	1.8600000000000136
NP	561.05	564.03	2.980000000000018
TC	663.65	664.45	0.8000000000000682
OS	670.37	671.58	1.2100000000000364
NP	675.34	676.14	0.7999999999999545
NP	696.97	697.84	0.8700000000000045
NS	1239.25	1240.3	1.0499999999999545
TC	1928.22	1929.02	0.7999999999999545
NP	1944.45	1945.6	1.1499999999998636
NP	1964.77	1965.59	0.8199999999999363
TC	1992.51	1993.31	0.7999999999999545
ON	2053.77	2057.63	3.8600000000001273
ON	2123.72	2124.52	0.8000000000001819
TC	2140.21	2141.42	1.2100000000000364
NP	2226.27	2227.07	0.8000000000001819
NS	2283.91	2285.18	1.2699999999999818
NS	2495.74	2497.3	1.5600000000004002
NS	2498.15	2499.15	1
ON	2686.63	2688.17	1.5399999999999636
NS	2875.86	2876.78	0.9200000000000728
NS	3297.91	3298.71	0.8000000000001819
NS	3872.09	3872.97	0.8799999999996544
NS	4095.76	4096.62	0.8599999999996726
ON	4121.34	4122.14	0.8000000000001819
ON	4373.43	4378.04	4.609999999999673
ON	4477.49	4478.45	0.9600000000000364
TC	4621.76	4623.97	2.2100000000000364
NS	4661.06	4662.92	1.8599999999996726
NS	4685.81	4687.89	2.0799999999999272
ON	4701.62	4704.71	3.0900000000001455
NS	4856.44	4857.28	0.8400000000001455
ON	4869.28	4870.56	1.2800000000006548
ON	4885.03	4886.26	1.230000000000473
NS	5082.48	5083.66	1.180000000000291
ON	5168.44	5170.26	1.8200000000006185
NS	5228.81	5229.65	0.839999999999236
ON	5365.08	5366.85	1.7700000000004366
NS	5381.72	5383.03	1.3099999999994907
NS	5417.16	5418.63	1.4700000000002547
NS	5425.13	5425.93	0.8000000000001819
NS	5441.16	5443.56	2.4000000000005457
NS	5490.57	5491.37	0.8000000000001819
NS	5519.09	5519.89	0.8000000000001819
NS	5647.02	5648.37	1.3499999999994543
NS	5977.81	5979.5	1.6899999999995998
NS	6702.92	6704.24	1.319999999999709
ON	6730.55	6733.36	2.8099999999994907
ON	6758.61	6759.82	1.2100000000000364
NS	6784.9	6785.88	0.9800000000004729
ON	7670.09	7670.89	0.8000000000001819
ON	7925.93	7926.77	0.8400000000001455
NS	8352.21	8353.13	0.9200000000000728
TC	8554.63	8555.44	0.8100000000013097
ON	9482.46	9483.71	1.25
ON	9666.363496043607	9666.99	0.6265039563932078
ON	9786.61	9788.41	1.7999999999992724
ON	9964.07	9965.21	1.139999999999418
ON	9987.87	9988.81	0.9399999999986903
NP	10033.06	10035.45	2.390000000001237
NP	10088.68	10089.68	1
TC	10119.6	10122.05	2.4499999999989086
ON	10149.75	10150.57	0.819999999999709
OSN	10547.54	10549.35	1.8099999999994907
NS	10565.68	10566.53	0.8500000000003638
ON	11624.59	11625.53	0.9400000000005093
NS	11899.68	11901.37	1.6900000000005093
NS	11916.62	11917.63	1.0099999999983993
ON	12076.15	12077.16	1.0100000000002183
ON	12152.93	12158.88	5.949999999998909
NS	12244.04	12246.54	2.5
ON	12347.36	12348.16	0.7999999999992724
NS	12365.1	12369.12	4.020000000000437
ON	12728.66	12754.11	25.450000000000728
ON	12972.42	12973.28	0.8600000000005821
NS	13061.22	13062.16	0.9400000000005093
NS	13070.15	13071.21	1.0599999999994907
NS	14810.91	14812.96	2.0499999999992724
NS	14971.73	14972.54	0.8100000000013097
ON	16148.52	16149.35	0.8299999999999272
NS	16167.52	16168.32	0.7999999999992724
NS	16852.5	16854.03	1.5299999999988358
ON	17259.11	17259.91	0.7999999999992724
TC	17347.84	17348.64	0.7999999999992724
ON	17619.62	17620.46	0.8400000000001455
ON	17661.79	17664.49	2.7000000000007276
ON	17843.02	17843.87	0.8499999999985448
ON	18071.3	18072.1	0.7999999999992724
ON	18399.07	18400.02	0.9500000000007276
ON	18642.12	18643.37	1.25
NS	19515.253496043602	19515.96	0.706503956396773
NS	19522.24	19523.55	1.3099999999976717
OS	19678.63	19679.69	1.0599999999976717
NS	20402.4	20403.48	1.0799999999981083
ON	20450.26	20451.57	1.3100000000013097
NS	21008.77	21009.61	0.8400000000001455
OS	30138.4	30139.2	0.7999999999992724
OS	30315.76	30316.7	0.9400000000023283
NP	30395	30395.8	0.7999999999992724
OS	30405.07	30406.02	0.9500000000007276
ON	30444.43	30446.32	1.889999999999418
ON	31235.85	31247.14	11.290000000000873
OSN	31248.15	31260.89	12.739999999997963
OSN	31261.75	31270.04	8.290000000000873
ON	31373.43	31376.83	3.400000000001455
TC	32539.18	32540.12	0.9399999999986903
NS	32540.72	32542.02	1.2999999999992724
NS	32583.81	32585.57	1.7599999999983993
NS	32704.4	32705.37	0.9699999999975262
ON	32751.44	32756.92	5.479999999999563
ON	32935.36	32945.97	10.610000000000582
ON	33155.54	33185.72	30.18000000000029
ON	33477.63	33479.76	2.1300000000046566
ON	33681.07	33689.74	8.669999999998254
NS	33785.17	33785.97	0.8000000000029104
NS	33848.92	33852.04	3.1200000000026193
ON	34087.85	34092.76	4.9100000000034925
ON	34139.29	34140.67	1.3799999999973807
ON	34145.66	34146.87	1.2099999999991269
ON	34257.7	34263.88	6.180000000000291
ON	34621.44	34622.46	1.0199999999967986
NS	34752.71	34757.4	4.690000000002328
NS	34947.52	34953.24	5.720000000001164
ON	35133.15	35135.15	2
NS	35142.84	35143.7	0.8600000000005821
NS	35274.86	35276	1.139999999999418
NS	35277.18	35304.58	27.400000000001455
NS	35417.5	35419.35	1.8499999999985448
NS	35612.01	35614.31	2.2999999999956344
