NP	1039.19	1040	0.8099999999999454
NS1	1212.42	1213.24	0.8199999999999363
NS1	1607.41	1608.21	0.7999999999999545
NS1	1862.9	1863.87	0.9699999999997999
NP	2039.91	2040.85	0.9399999999998272
NS1	4651.8	4670.57	18.769999999999527
NP	5116.7	5117.83	1.1300000000001091
NS1	5551.45	5555.26	3.8100000000004
NS1	5653.53	5654.35	0.8200000000006185
NS2	5698.97	5699.79	0.819999999999709
ON	5726.84	5728.08	1.2399999999997817
NP	5917	5918.24	1.2399999999997817
NS1	6252.71	6255.5	2.7899999999999636
NS1	6770.02	6771.11	1.089999999999236
NS2	6931.72	6933.68	1.9600000000000364
NS1	7000.73	7001.54	0.8100000000004002
NP	7895.16	7896.1	0.9400000000005093
NS1	8907.64	8908.73	1.0900000000001455
TC	8945.79	8946.61	0.819999999999709
NP	9502.4	9503.59	1.1900000000005093
NP	9845.58	9846.38	0.7999999999992724
NS1	13730.04	13733.04	3
ON	13848.89	13850.21	1.319999999999709
ON	14337.45	14338.31	0.8599999999987631
ON	15164.11	15165.79	1.680000000000291
NS1	15239.5	15240.82	1.319999999999709
NS1	16204.24	16205.1	0.8600000000005821
NP	16213.34	16214.72	1.3799999999991996
NS1	21920.37	21921.18	0.8100000000013097
NP	24640.32	24641.12	0.7999999999992724
NP	24854.21	24858.37	4.1599999999998545
TC	29925.98	29926.9	0.9200000000018917
ON	30133.43	30135.12	1.6899999999986903
NS1	30904.22	30905.03	0.8099999999976717
NS1	31184.18	31186.01	1.8299999999981083
NP	31533.59	31534.58	0.9900000000016007
NS1	32261.91	32263.75	1.8400000000001455
NP	33686.81	33687.79	0.9800000000032014
TC	34023.64	34025.16	1.5200000000040745
NP	34250.12	34251.46	1.3399999999965075
NP	34305.66	34306.51	0.8499999999985448
ON	35594.64	35598.17	3.529999999998836
TC	35885.45	35886.25	0.8000000000029104
NP	37046.18	37047.15	0.9700000000011642
