NS	3418.45	3421.2	2.75
ON	4122.14	4127.34	5.199999999999818
NS	5852.87	5853.68	0.8100000000004002
ON	8414.44	8426.22	11.779999999998836
NS	17757.95	17758.75	0.7999999999992724
ON	19531.28	19538.63	7.350000000002183
ON	24390.89	24393.27	2.3800000000010186
NS	24439.36	24440.37	1.0099999999983993
NS	24967.86	24968.69	0.8299999999981083
NS	25185.27	25186.33	1.0600000000013097
ON	27058.91	27060.56	1.6500000000014552
ON	29930.3	29933.56	3.2600000000020373
OSN	30987.52	30988.63	1.110000000000582
NS	33259.53	33260.13	0.5999999999985448
ON	34636.04	34642.35	6.309999999997672
ON	37437.71	37444.64	6.930000000000291
NP	46357.85	46691.02	333.16999999999825
