"code","total_duration","total","proportion"
"NP",212.200000000019,1104.31,0.192156188026931
"NS",600.339999999976,1104.31,0.543633581150201
"ON",281.49,1104.31,0.254901250554646
"TC",10.2800000000007,1104.31,0.00930898026822242
