"code","total_duration","total","proportion"
"NP",229.940000000024,1261.23,0.182314090213541
"NS",706.019999999976,1261.23,0.559786874717519
"ON",314.989999999999,1261.23,0.249748261617626
"TC",10.2800000000007,1261.23,0.00815077345131392
