"code","total_duration","total","proportion"
"MIC",0.930000000000291,224.77000000001,0.00413756284201739
"NP",42.780000000006,224.77000000001,0.190327890732767
"NS1",68.2400000000068,224.77000000001,0.303599234773341
"NS2",58.4699999999984,224.77000000001,0.260132579970618
"ON",47.4000000000015,224.77000000001,0.21088223517373
"OSN",6.94999999999709,224.77000000001,0.0309204965075267
