"code","total_duration","total","proportion"
"MIC",0.930000000000291,131.860000000007,0.00705293493098924
"NP",30.2100000000037,131.860000000007,0.229106628242091
"NS",55.4600000000046,131.860000000007,0.420597603518896
"ON",38.3100000000013,131.860000000007,0.290535416350669
"OSN",6.94999999999709,131.860000000007,0.0527074169573542
