"code","total_duration","total","proportion"
"NP",35552.98,35665.25,0.996852117957956
"NS1",37.0800000000004,35665.25,0.00103966746342729
"NS2",19.7900000000027,35665.25,0.000554881852783947
"ON",48.7000000000035,35665.25,0.00136547479689623
"OS",1.69999999999618,35665.25,4.76654446554049e-05
"TC",5.00000000001273,35665.25,0.000140192484281275
