"code","total_duration","total","proportion"
"NP",581.270000000009,1318.09000000001,0.440994165800517
"NS",264.839999999984,1318.09000000001,0.20092709905999
"ON",453.540000000016,1318.09000000001,0.344088795150568
"OSN",18.4400000000023,1318.09000000001,0.013989939988925
