"code","total_duration","total","proportion"
"MIC",0.930000000000291,353.225381748184,0.00263287987799046
"NP",61.8600000000083,353.225381748184,0.175128977690818
"NS1",114.685381748172,353.225381748184,0.324680466563788
"NS2",82.9199999999992,353.225381748184,0.234750967185912
"ON",85.8800000000065,353.225381748184,0.243130885937384
"OSN",6.94999999999709,353.225381748184,0.0196758227441078
