"","participant","code","total_duration","total","proportion","difference"
"1","BT0122","NP","35509.24","35557.34",0.99864725539087,0
"2","BT0122","NS1","15.119999999999","35557.34",0.000425228658836656,0
"3","BT0122","NS2","7.63000000000102","35557.34",0.000214582980616689,0
"4","BT0122","ON","20.3600000000006","35557.34",0.000572596262825076,0
"5","BT0122","OS","0.799999999995634","35557.34",2.2498870837797e-05,0
"6","BT0122","TC","4.19000000001142","35557.34",0.000117837836013926,0
"7","BT0122","NP","35552.98","35665.25",0.996852117957956,0.00179513743291393
"8","BT0122","NS1","37.0800000000004","35665.25",0.00103966746342729,0.000614438804590634
"9","BT0122","NS2","19.7900000000027","35665.25",0.000554881852783947,0.000340298872167258
"10","BT0122","ON","48.7000000000035","35665.25",0.00136547479689623,0.000792878534071154
"11","BT0122","OS","1.69999999999618","35665.25",4.76654446554049e-05,2.51665738176079e-05
"12","BT0122","TC","5.00000000001273","35665.25",0.000140192484281275,2.2354648267349e-05
